given_name,family_name,date_of_birth,place_of_birth
Laurence,Burns,1913-01-25,Carluke
Joyce,Mann,1936-05-28,Enniskillen
Maud,Winchurch,1899-10-26,Newry
Emily,Worswick,1895-09-21,Kirkcaldy
Thomas,Stevenson,1923-06-12,Langholm
Gabriel,Simmonds,1896-12-02,Armagh
Will,Gray,1914-05-01,West Calder
Florinda,Stowell,1895-06-12,Banff
Janet,Godefroy,1938-09-19,Lanark
George,Linkin,1876-08-21,Milngavie
Evelyn,Melling,1932-09-15,Milngavie
Georgina,Shipstone,1958-08-24,Bangor
Irene,Harrington,1937-09-09,Blairgowrie
Alice,Moody,1914-10-30,Coleraine
Ian,Noakes,1954-12-18,Langholm
Ian,Morrissey,1976-08-14,Bridge of Allan
Freeman,Fairbrother,1922-10-30,Selkirk
Cecil,Thomas,1898-07-31,Annan
Frederick,Belcher,1883-04-26,Downpatrick
Arthur,Beyer,1909-04-18,Buckie
William,Bentley,1909-08-18,Dalkeith
Leslie,Sutherland,1951-06-21,Stranraer
Jane,Barrington,1872-01-19,Annan
Caroline,Shepherd,1958-08-30,Kelso
George,Hodgson,1878-08-23,Peebles
Darren,Baya,1982-11-10,Annan
Mariantonia,Palacios,1960-10-30,Carrickfergus
Arthur,Taylor,1878-06-16,Bellshill
Joanne,Maunder,1971-10-29,Newton Stewart
Julia,Wood,1949-03-14,Alloa
Moawia,Shingrai,1975-10-05,Carluke
Mary,Milton,1838-10-06,Kirkcaldy
Leanne,Hurcombe,1982-02-09,Greenock
Dora,Sack,1917-11-15,Perth
Cosmo,Cooper-key,1980-06-10,Grantown-on-Spey
Edwin,Barlatt-browne,1973-09-01,Galashiels
Lily,Broughton,1904-09-27,Carrickfergus
Ivy,Rowley,1927-05-20,Montrose
John,Welsh,1866-03-27,Blairgowrie
Beatrice,Kerry,1896-08-04,Campbeltown
Archibald,Sandbach,1847-03-13,Edinburgh
Katherine,Thomson,1970-09-08,Irvine
William,Richardson,1862-06-16,Dungannon
Arthur,Williams,1903-10-19,Elgin
Joan,Male,1917-09-09,Haddington
Stephanie,Whitehead,1963-09-10,Buckie
Bertie,Sitch,1875-08-25,Carrickfergus
William,Broom,1866-01-14,St Andrews
Dora,Crompton,1892-01-16,Belfast
Naomi,Gibson,1982-09-23,Bridge of Allan
Hannah,Smith,1971-03-11,Stranraer
Judith,Pritchard,1945-01-25,Forres
Alfred,Hawkes,1872-12-28,Kirriemuir
Karen,Griffiths,1963-12-20,Nairn
Robert,Aitkin,1925-11-08,Helensburgh
Henry,Mckee,1876-07-03,Bangor
Thirza,Russell,1910-04-11,Stirling
Catherine,Bryant,1867-06-07,Invergordon
Norman,Healy,1917-03-14,Wick
Faye,Tovey,1983-07-23,Portsoy
Arthur,Mills,1872-06-02,Coatbridge
Margaret,Lee,1944-03-19,Dufftown
Graham,Page,1969-09-30,Keith
Sarah,Lonsdale,1862-06-23,Bellshill
Mary,Moffatt,1920-12-25,Dalry
Jemima,Gibbs,1842-06-08,Lisburn
Emma,Hazlehurst,1872-12-15,Annan
Helen,Mcgovern,1972-03-23,Elgin
Elizabeth,Prosser,1966-07-09,Stonehaven
George,Connell,1942-05-20,Helensburgh
Joel,Nixon,1913-10-29,Edinburgh
Gabriella,Garcia,1964-05-21,Clydebank
William,Banfield,1904-05-12,Stornoway
Doreen,Randall,1926-12-02,Langholm
Harry,Burrage,1887-12-19,Newry
Joseph,Osbaldeston,1924-02-21,Stonehaven
George,Blake,1887-05-30,Thurso
John,Bell,1923-06-19,Portadown
William,Knowles,1891-11-27,Carrickfergus
Alice,Johnson,1865-05-28,Montrose
Joan,Anthony,1971-03-29,Fraserburgh
Catherine,Caplin,1876-05-07,St Andrews
Debra,Burns,1970-09-21,Dalbeattie
Katherine,Harrington,1960-07-09,Dalbeattie
Sarah,Thornton,1901-10-21,Milngavie
Christopher,Humphreys,1943-05-28,Cookstown
James,Allen,1862-12-30,Glasgow
Marion,Muldoon,1957-03-05,Buckie
Male,Ashworth,1872-12-31,Edinburgh
Geoffrey,Wilks,1950-07-31,Lurgan
Susan,Bland,1959-09-23,Clydebank
Alfred,Ellerbeck,1909-11-13,Wick
Sidney,Hope,1923-12-31,Lerwick
Colin,Clarke,1971-01-29,Blairgowrie
Peter,Wiltshier,1941-10-27,Banbridge
William,Trueman,1888-03-23,Portsoy
John,Winnett,1953-05-11,Montrose
Mary,Long,1899-02-07,Barrhead
Constance,Squires,1937-03-24,Jedburgh
Samuel,Beardsley,1870-04-07,Alloa
Patricia,Readhead,1944-08-21,Greenock
Irene,Rossington,1964-04-20,Langholm
Joseph,Shephard,1853-08-03,Grantown-on-Spey
Gertrude,Richardson,1854-05-11,Buckie
Hannah,Brown,1977-07-06,Crieff
Glenys,Jones,1936-09-05,Jedburgh
Hilde,Walkling,1914-08-24,Port Glasgow
Margaret,Bailey,1950-12-18,Strabane
William,Hetherington,1871-10-11,Dromore
Tom,Owen,1930-08-13,Kirkcaldy
Samantha,Lyons,1968-01-14,Keith
Mary,Wagstaff,1843-06-02,Thurso
Gillian,Carter,1945-03-13,Strabane
Jason,Weir,1968-01-03,Lerwick
Violet,Lockyer,1923-01-11,Newton Stewart
Constance,Lovell,1916-04-29,Forfar
Job,Dixon,1905-08-28,Armagh
Donna,Jenkins,1964-08-16,Dumfries
Jessica,Shaw,1983-04-11,Ballymena
Kate,Leonard,1890-02-08,Edinburgh
Fred,Porter,1867-04-26,Portsoy
Mary,Rooney,1913-10-18,Thurso
Stephen,Hughes,1956-11-03,Anstruther
Steven,Scott,1983-09-03,Ardrossan
Beatrice,Pook,1890-09-26,Rothesay
Catherine,Routledge,1879-12-07,Perth
Jason,Christie,1970-01-19,Cupar
George,Stout,1926-08-12,Dingwall
Leonard,Green,1911-01-12,Kinross
Alfred,Robins,1899-03-29,Campbeltown
Maria,Williams,1880-02-13,Glasgow
Nora,Harrington,1934-12-29,West Calder
Thomas,Steward,1877-09-13,Port Glasgow
Alfred,Garment,1863-04-07,Barrhead
Joseph,Allsop,1854-02-14,Tillicoultry
Margery,Rice,1921-06-27,Omagh
John,Rogers,1942-11-14,Thurso
Marie,Husain,1975-09-12,Falkirk
Kevin,Lyons,1975-11-09,Bellshill
William,Morse,1901-06-01,Glasgow
Elizabeth,Roffey,1848-11-07,Carrickfergus
Lily,Slaughter,1901-05-12,Stonehaven
Henry,Holmes,1901-10-12,Anstruther
Roger,Mackintosh,1973-10-20,Brechin
William,Bell,1846-01-07,Greenock
Frederick,Card,1929-09-30,Portsoy
Elizabeth,Tinsley,1847-03-22,Newry
Sandra,Anyaegbu,1980-04-08,Haddington
George,Raggett,1906-12-24,Elgin
Mary,Brannin,1842-08-08,Blairgowrie
Stuart,Tagg,1976-07-30,Banbridge
David,Baker,1951-01-01,Carrickfergus
Carole,Blaskett,1968-03-09,Campbeltown
Mary,Jenner,1855-01-26,Kinross
Liam,Duggan,1977-02-26,Annan
Annie,Leech,1913-11-29,Armagh
William,Street,1923-10-16,Tillicoultry
Hazel,Rogers,1945-05-01,Rothesay
Douglas,Russell,1924-12-24,Grantown-on-Spey
James,Pomfret,1899-11-07,Coatbridge
Andrew,Taylor,1971-12-12,Grantown-on-Spey
Roland,Edge,1881-08-12,Ballymena
Rose,Coleman,1858-08-30,Forfar
Charles,Reynolds,1844-08-03,Glasgow
Paul,Vallance,1959-06-21,Falkirk
Martha,Shaw,1898-10-30,Lockerbie
Thelma,Conyers,1930-12-05,Edinburgh
Linda,Ross,1955-07-11,Strabane
Jack,Winter,1923-08-16,Port Glasgow
Female,Aylard,1839-12-18,Rothesay
Ivy,Ash,1910-08-05,Galashiels
Eleanor,Gott,1848-09-28,Kilmarnock
George,Austen,1878-09-27,Campbeltown
Harold,Symons,1906-08-29,Portsoy
Sarah,Whalley,1886-11-28,Belfast
Ian,Lewinson,1962-08-27,Coatbridge
Carlton,Hardwicke,1955-05-09,Hamilton
Tom,Harris,1900-01-11,Campbeltown
David,Winterburn,1948-07-24,Stranraer
Graeme,Richards,1959-10-12,Hamilton
Daisy,Blanchard,1886-07-18,Dungannon
Ernest,Berrisford,1892-10-16,Barrhead
Gertrude,Whitehouse,1900-08-03,Irvine
John,Anderson,1909-10-11,Cookstown
Robert,Sillis,1854-05-26,Greenock
Kenneth,Brown,1944-11-20,Stonehaven
Thomas,Wood,1855-01-14,Milngavie
Richard,Long,1951-06-03,Selkirk
Joanne,Bridge,1965-01-14,Stirling
Annie,Jones,1907-07-15,Strabane
Helen,Simpson,1974-03-25,Irvine
Hayley,Davies,1968-06-02,Kelso
Arthur,Willis,1889-01-07,Milngavie
Pauline,Fereday,1943-10-04,Dalbeattie
Sydney,Dixon,1928-10-30,Stornoway
Bertha,Buckton,1896-09-01,Port Glasgow
Mychajlo,Bahan,1959-09-05,Banff
Anne,Staniforth,1857-11-28,Golspie
Charles,Williams,1867-12-12,Haddington
Bertha,Fox,1884-05-13,Dingwall
Thomas,Leatherbarrow,1877-09-12,Downpatrick
Alicia,Macaulay,1901-06-11,Carrickfergus
Edna,Jenkins,1928-04-08,Banbridge
Thomas,Embleton,1868-09-02,Stirling
George,Dennison,1902-01-08,Lurgan
Minnie,Swales,1910-05-14,Crieff
Sophie,Wooldridge,1974-11-30,St Andrews
Hayley,Pugh,1979-04-19,Kilmarnock
Arthur,Smith,1930-02-23,Kirriemuir
Muriel,Jones,1900-11-26,Buckie
Leonard,Osborne,1896-02-11,Crieff
Geoffrey,Best,1924-10-28,Kilmarnock
Mary,Mercer,1862-07-28,Wick
Annie,Goddard,1901-04-01,Peterhead
Martha,Disley,1904-05-22,Coatbridge
Mary,Strong,1884-12-04,Elgin
George,Stokes,1910-06-24,Golspie
Edith,Churchley,1897-01-25,Irvine
Tracy,Rothery,1966-01-02,Ayr
Kenneth,Titley,1957-10-02,Glasgow
Joan,Ingram,1922-03-11,Dromore
Brenda,Richardson,1932-01-20,Clydebank
Andrew,Gaylor,1947-08-29,Nairn
Andrew,Budd,1957-09-24,Dungannon
John,Dickins,1864-04-24,Forfar
Jeffrey,Key,1940-08-23,Glasgow
Alice,Mansfield,1918-06-13,Brechin
Edward,Hartley,1915-03-27,Wick
Andrew,Moss,1983-08-16,Dumfries
John,Anderson,1878-09-06,Nairn
William,Gartrell,1868-05-27,Peebles
Mary,Mainwaring,1883-04-12,Kelso
Newrick,Jarrett,1900-09-28,Haddington
Maureen,Elstob,1949-07-24,Paisley
George,Starkey,1840-01-18,St Andrews
James,Neild,1965-03-07,Port Glasgow
John,Strasman,1853-01-23,Stornoway
Female,Peake,1846-10-31,Cupar
William,Palmer,1877-09-22,Blairgowrie
George,Sweet,1911-05-17,Wick
Jean,Wood,1927-01-28,Kinross
Henry,Pratt,1900-10-17,Buckie
Louise,Lazarowicz,1958-02-04,Paisley
Michaela,New,1977-07-26,Ayr
Thomas,Bailey,1968-06-20,Musselburgh
Thomas,Woodward,1900-08-03,Dalkeith
Amelia,Begum,1982-08-10,Ballymena
Edward,Caddy,1844-07-12,Kirriemuir
Charles,Tomlinson,1901-09-30,Bridge of Allan
Albert,Cara,1891-10-23,Campbeltown
Leonardo,D'aleo,1971-10-08,Invergordon
Joseph,Darby,1847-08-13,Brechin
Lizzie,Keeling,1883-05-08,Carrickfergus
Mary,Baines,1941-05-05,Forfar
William,Thwaites,1923-08-30,Clydebank
Elizabeth,Bullock,1891-11-03,Bellshill
John,Piesik,1951-10-18,Kirkintilloch
Hetty,Best,1900-02-06,Keith
Jeanette,Edwards,1951-04-15,Ayr
Richard,Hardy,1948-07-07,Stirling
William,Shepheard,1883-08-06,Banff
Terry,Clark,1975-09-20,Paisley
Isabella,Atkinson,1881-05-07,Greenock
Mary,Crossland,1888-10-17,Carrickfergus
Alfred,Burley,1879-08-04,Fraserburgh
Joseph,Johnson,1914-08-30,Crieff
Primrose,Burton,1971-02-21,Forfar
Shafiya,Begum,1981-03-04,Lockerbie
Minnie,Driver,1885-06-01,Glasgow
Phillip,Winchester,1972-08-12,Lockerbie
Hannah,Lloyd,1858-05-06,Falkirk
Graham,Seddon,1976-12-12,Dalbeattie
Emma,Holden,1967-07-30,Oban
Ivy,Custerson,1907-03-08,Banff
Alfred,Lees,1844-01-14,Banbridge
Evelyn,Brown,1908-10-26,Stranraer
Thomas,Newton,1909-07-17,Ballymoney
Michele,Gallant,1963-02-11,Campbeltown
Cyril,Graham,1901-10-24,Kinross
William,Bennett,1916-01-05,Dromore
Sarah,Gibbs,1849-03-18,Dumfries
Glenn,Bevan,1983-11-13,Coatbridge
Mary,Polley,1886-12-30,Perth
Rose,Hallett,1894-09-15,Musselburgh
Matthew,Masterman,1903-04-29,Invergordon
David,Logan,1972-03-13,Lisburn
George,Heppleston,1840-02-03,Banff
Deborah,Attwater,1937-02-07,Anstruther
Teresa,Crowley,1960-10-25,Lurgan
Elizabeth,Parker,1856-07-11,Nairn
Richard,Croughton,1906-05-04,Kirriemuir
Dennis,Lyons,1948-12-28,Cupar
George,Jones,1931-04-13,Belfast
William,Walker,1883-04-06,Langholm
Nicholas,Chieke,1956-08-20,Forres
Brian,Blackwell,1936-04-30,Newton Stewart
Raymond,Squire,1975-02-18,Bangor
Christopher,Carey,1877-02-04,Kirriemuir
Philip,Whittingham,1956-09-03,Dromore
Stacey,Hanton,1980-04-17,Banff
Paul,Hitchcock,1974-11-19,Langholm
Virginia,Talbot,1973-11-29,Airdrie
Mary,Norman,1874-01-30,Alloa
Emma,Woodfield,1854-04-06,Anstruther
Percy,Davies,1913-03-19,Wick
Jacob,Clarke,1983-11-02,Banbridge
Paul,Bower,1974-07-16,Inverness
Mark,Jones,1956-10-01,St Andrews
Kate,Peters,1897-05-10,Wishaw
Ellen,Mcgarry,1921-01-25,Carrickfergus
Kenneth,Jefferson,1924-03-16,Portsoy
Brian,Malaws,1950-09-08,Banff
Harold,Turner,1907-10-28,Forres
Miriam,Horsnell,1905-12-18,Stranraer
Sophia,Morgan,1843-06-01,Enniskillen
James,Williams,1850-02-24,Ardrossan
Henry,Nixon,1914-09-05,Bathgate
Elsie,Chater,1914-08-26,Dingwall
Mary,Lindop,1910-11-29,Stonehaven
Fred,Smith,1880-02-23,Coleraine
Percy,Podd,1933-06-30,Cupar
Brian,Smy,1948-05-18,Nairn
Joan,Ball,1931-04-09,Carrickfergus
Phoebe,Rowlinson,1859-11-18,Newton Stewart
Sarah,Boden,1864-01-27,Omagh
Olive,Bottomley,1911-11-26,Port Glasgow
Robert,Dixon,1952-06-17,Stonehaven
Dianne,Crowder,1948-10-02,Stranraer
Gillian,Cookman,1956-01-16,Campbeltown
Henry,Syner,1881-06-19,Anstruther
Mary,Atteridge,1947-12-01,Kirkwall
Melvyn,Goldstein,1944-04-05,Ardrossan
Janet,Pearson,1956-12-20,West Calder
Glenys,Bowen,1934-11-25,Peterhead
Mary,Hall,1897-02-27,Campbeltown
Roger,Fletcher,1943-06-07,Bellshill
Robert,Jackson,1968-06-12,Glasgow
Winifred,Suggett,1936-07-07,Paisley
Violet,Moyses,1892-04-03,Invergordon
George,Whysall,1907-04-10,Keith
Alfred,Helme,1867-04-04,Glasgow
James,Garnett,1918-04-14,Brechin
Raymond,Ford,1946-09-10,St Andrews
Thomas,Owen,1884-06-22,Buckie
Alan,Smee,1936-12-12,Enniskillen
Agnes,Daugherty,1886-02-22,Jedburgh
Bertha,Bratton,1899-02-23,Elgin
Peter,Jennings,1952-10-16,Ballymoney
Female,Lancaster,1856-04-25,Galashiels
Louise,Scott,1974-08-01,Airdrie
Hugh,Jones,1876-03-04,Newry
Terry,Parker,1939-06-23,Campbeltown
Ethel,Edwards,1914-08-29,Downpatrick
Jane,Fruin,1920-05-27,Banff
John,Mitcheson,1853-10-28,Carluke
Ruth,Dodd,1891-02-24,Carrickfergus
Frederick,Peacock,1919-09-25,St Andrews
Abraham,Felstein,1890-01-27,Clydebank
Colin,Butterworth,1945-02-25,Stirling
Wendy,Poole,1951-05-28,Newton Stewart
Fred,Stark,1927-06-23,Ardrossan
Alice,Curtis,1866-07-08,Hawick
Abigail,Harris,1982-04-19,West Calder
Gwendoline,Starkey,1878-01-14,Wishaw
Simon,Ponting,1965-01-13,Wick
Jacqueline,Boland,1960-02-27,Forres
Eliza,Roberts,1844-10-09,Crieff
Gary,Clark,1970-12-14,Keith
Charles,Baker,1872-02-28,Langholm
Annie,Hinchliffe,1897-02-05,Bangor
Mary,Moore,1869-11-04,Falkirk
Kay,Richards,1947-02-02,Coleraine
Emma,Fryer,1868-05-16,Cookstown
Bridget,Strong,1959-03-05,Rothesay
Hubert,Downing,1897-10-29,Invergordon
Frederick,Cooper,1891-04-28,Campbeltown
Charlotte,Scholes,1905-07-31,Forfar
Uriah,Bullock,1837-09-26,Ballymoney
Sydney,Vivian,1912-12-23,Nairn
Francis,Cummins,1863-10-01,Hawick
Alison,Matherson,1970-06-10,Selkirk
Alfred,Randall,1853-04-28,Dundee
Susan,Walker,1953-12-06,Grantown-on-Spey
James,Jones,1914-05-10,Dumbarton
Madelaine,Willetts,1966-02-02,Lurgan
Uriah,Tomlinson,1871-12-26,Coatbridge
Sarah,Price,1863-03-01,Crieff
Frances,Bosworth,1910-01-24,Jedburgh
Marjorie,Bradley,1929-10-25,Aberdeen
Frederick,Nedahl,1916-11-08,Golspie
Alice,Brock,1875-02-21,Cookstown
Laura,Dittmar,1873-04-26,Newtownards
Henry,Crookes,1841-12-18,Hamilton
Mary,Newell,1888-01-11,Kirriemuir
Alan,Roper,1965-03-30,Leven
Jane,Davison,1904-05-26,Greenock
Eva,Farley,1909-09-30,Portadown
Karen,Frosdick,1967-12-14,Enniskillen
Thomas,Lethbridge,1839-04-10,Milngavie
Janis,Halliwell,1951-11-17,Blairgowrie
Arthur,Cocker,1887-11-30,Dumbarton
Adelaide,Murphy,1867-05-04,Tillicoultry
Thomasine,Harris,1884-06-16,Anstruther
Ernest,Lear,1889-04-03,Milngavie
Adrian,Hagerty,1955-02-27,Motherwell
Walter,Pankhurst,1853-06-02,Bellshill
Christopher,Tyson,1962-06-15,Newton Stewart
Arthur,Thomas,1913-09-07,Carluke
Agnes,Leggatt,1856-03-04,Forfar
Terence,Glen,1956-01-12,Dalkeith
Miles,Marsh,1842-07-27,Lisburn
Thomas,Harrop,1842-03-03,Dumbarton
Julia,Kingsnorth,1940-08-29,Jedburgh
James,Clinton,1981-02-28,Tillicoultry
Ian,Mercer,1953-12-02,Milngavie
Louisa,Armitage,1848-04-03,Banbridge
Nicholas,Howe,1967-02-17,Kirkwall
Jacqueline,Keg,1960-03-26,Crieff
Thomas,Green,1877-07-24,Fraserburgh
Rosalind,Farnham,1943-05-09,Brechin
Eva,Mason,1883-02-28,Peterhead
John,Melvin,1906-10-29,Stranraer
Joseph,Cartwright,1900-12-09,Armagh
Lindsay,Wardrop,1966-01-20,Alloa
Robert,Heyes,1889-09-24,Dufftown
Mary,Morris,1905-12-08,Coleraine
Harriet,Airzee,1866-12-02,Montrose
Eliza,Richardson,1844-02-06,Belfast
Skelton,Willoughby,1842-04-03,Elgin
Eliza,Bedford,1898-10-29,Anstruther
Jennifer,Nicolson,1948-05-02,Perth
David,Yates,1947-01-01,Helensburgh
Carol,Dimond,1969-09-14,Armagh
William,Jones,1901-08-10,Dundee
Betty,Theaker,1931-08-29,Newtownards
Margaret,Brown,1871-11-07,Selkirk
Alice,Dixon,1900-05-21,Ardrossan
Ethel,Jones,1901-06-25,Fraserburgh
Arthur,Mace,1911-09-09,Downpatrick
Alison,Clemens,1960-05-26,Forfar
Mary,Young,1895-03-04,Galashiels
Alfred,Sudborough,1848-01-09,Ballymoney
Ada,Dyoss,1901-06-04,Lanark
Elizabeth,Graves,1860-11-28,Larne
Robert,Kirby,1944-01-21,Dunfermline
Ethel,Eke,1906-05-28,Helensburgh
Sean,Peters,1982-09-03,Golspie
Alfred,Berry,1911-08-06,Aberdeen
James,Carbury,1938-10-28,Hamilton
George,Duck,1875-04-06,Kilsyth
Wade,Agar,1964-06-20,Motherwell
Catherine,Connell,1926-02-13,Larne
Cynthia,Gale,1931-01-29,Invergordon
Neil,Holt,1961-08-07,Enniskillen
Harold,Glyde,1918-10-05,Haddington
George,Gibbs,1927-01-26,Dumbarton
Gertrude,Lenney,1905-06-01,West Calder
Barbara,Clarke,1954-02-07,Crieff
Daisy,Furber,1893-09-04,Hawick
Lisa,Griffiths,1973-09-03,Leven
Edmund,Watts,1847-04-16,Huntly
William,Fovargue,1893-10-13,Lockerbie
Rebecca,Manwaring,1846-11-03,Blairgowrie
Henry,Gough,1865-09-11,Grantown-on-Spey
Lilian,Williams,1889-03-29,Dundee
Thomas,Owen,1906-10-02,Dumfries
Katie,Astle,1900-08-17,Inverness
John,Walters,1948-08-13,Portsoy
Frederick,Pitcher,1886-02-15,West Calder
Susan,Fleming,1956-12-06,Coatbridge
Robert,Maynard,1884-01-08,St Andrews
Jane,Spoors,1877-04-03,Crieff
Thomas,Deans,1939-06-26,Motherwell
Carry,Garrett,1874-04-12,Blairgowrie
Jane,Smith,1895-03-24,Leven
Rebecca,Shiell,1978-09-11,Newtownards
Josephine,Fairhall,1914-06-17,Dumfries
Marie,Gooch,1972-08-17,Grantown-on-Spey
Andrew,Cox,1970-04-29,Brechin
John,Collings,1922-10-06,Perth
Alice,Critchley,1853-01-31,Falkirk
Harry,Parton,1897-11-30,Lanark
Hilda,Chapman,1906-08-22,Kinross
Sydney,Davy,1880-03-09,Dingwall
Janet,Goodliffe,1936-12-07,Kilsyth
Florence,Shell,1889-12-23,Langholm
Arthur,Copestake,1900-12-31,Dalbeattie
Herbert,Finbow,1918-07-21,Ballymoney
William,Walker,1903-09-07,Ballymena
Christine,Pelham,1948-08-05,Bathgate
Robinson,Pearson,1856-01-25,Forfar
Michael,Bramley,1969-09-15,Kilmarnock
Henry,Naylor,1922-12-21,Belfast
Susannah,Seville,1879-04-29,Inverness
Christopher,Eke,1946-12-27,West Calder
Elsie,Wilkins,1895-05-12,Dromore
Joan,Gallery,1933-04-23,Dumfries
William,Lowke,1927-07-29,Brechin
Samuel,Waterfield,1849-04-26,Ardrossan
Francis,Mitchell,1915-07-16,Cupar
Norma,Jennings,1943-12-27,Forres
Michael,Cowley,1942-02-25,Clydebank
John,Crawley,1880-03-14,Glasgow
Moses,Pearson,1848-11-02,Buckie
Sarah,Dewhirst,1854-11-08,Thurso
Kenneth,Noble,1923-07-06,Lockerbie
George,Richardson,1914-07-20,Strabane
Robert,Tate,1868-12-25,Lisburn
Barbara,Watts,1910-05-20,Buckie
William,Johnson,1869-01-07,Fraserburgh
Mya,Dorgan,1960-03-05,Linlithgow
Owen,John,1855-01-24,Armagh
Madge,Ellis,1904-01-08,Langholm
William,Ames,1908-03-23,Oban
Robert,Powell,1949-03-29,Dingwall
Ann,Cawley,1971-06-12,Motherwell
Kate,Francis,1877-07-15,Arbroath
Joseph,White,1864-07-15,Jedburgh
Warren,Patterson,1973-09-14,Glasgow
Rachael,Jackson,1968-10-24,Crieff
Rosetta,Bromfield,1869-04-06,Cupar
Joseph,Lomax,1865-11-18,Bathgate
Thomas,Lappage,1903-03-06,Newry
William,Bridge,1860-01-05,Keith
John,Cushley,1945-05-10,Coleraine
Annie,Millard,1872-08-03,Perth
Eliza,Chamberlain,1838-01-28,Dromore
Emily,Mawson,1924-08-13,Milngavie
Rajesh,Persaud,1978-01-06,Inverness
William,Richardson,1876-06-11,Kinross
Catherine,Walton,1919-02-01,Kirkintilloch
Eliza,Bromley,1853-08-05,Cookstown
Emma,Thomson,1863-05-12,Helensburgh
William,Mottram,1855-09-06,Jedburgh
Edwina,Wetherhill,1955-01-18,Coleraine
Claire,Tyzack,1968-12-15,Forres
John,Jackson,1857-05-21,Belfast
George,Middleton,1865-07-06,Clydebank
Clive,Webb,1936-04-01,Hamilton
David,Etherington,1950-03-06,Dingwall
Kenneth,Harding,1930-12-05,Stornoway
Philippa,Oldfield,1972-05-13,Paisley
Jack,Bagg,1905-06-17,Wick
Henry,Fowler,1893-12-09,Dalbeattie
Nancy,Henricks,1919-10-13,Anstruther
Rhoda,Collett,1897-05-17,Dalkeith
Lionel,Jacobs,1921-03-05,Galashiels
Alfred,Staggs,1926-02-05,Perth
Colin,Clements,1961-07-01,Newry
Horatio,Thompson,1901-06-13,Lurgan
Florence,Brooks,1872-12-10,St Andrews
Eric,Dawson,1905-01-28,Tillicoultry
Bertha,Evans,1897-01-21,Bellshill
John,Hall,1911-08-17,Falkirk
Samuel,Martin,1916-07-26,Stonehaven
Marjorie,Turrall,1931-10-11,Barrhead
James,Hancock,1847-03-26,Musselburgh
John,Bennett,1862-04-17,Wick
Ellen,Thompson,1859-03-20,Kirkcaldy
Constance,Cadwallader,1905-09-05,Inverness
Charles,Holmes,1880-03-15,Milngavie
Lee,Forrest-gibson,1974-11-27,Port Glasgow
Annie,Lewis,1908-01-16,Nairn
Vivienne,Lee,1947-04-22,Newtownards
Lilian,Turner,1912-02-24,Stonehaven
June,Stanley,1935-08-05,Greenock
Mary,Devine,1889-04-14,Lanark
Katherine,Long,1963-02-27,Portsoy
Peter,Brason,1958-10-09,Oban
Bertie,Green,1931-10-05,Stornoway
Gwendoline,James,1920-01-15,Lurgan
Timothy,Darby,1975-04-25,Portadown
Julian,Davies,1970-08-08,Wishaw
Michelle,Blows,1964-02-14,Dromore
Tom,Cross,1845-10-22,Brechin
Richard,Wallace,1979-03-13,Hamilton
Mary,Clarke,1839-01-08,Kirriemuir
Leslie,Cooke,1907-06-08,Barrhead
Margaret,Howe,1905-04-29,Port Glasgow
George,Hipwell,1889-01-31,Newtownards
Kenneth,Wilding,1923-06-03,Clydebank
Arthur,Luxton,1909-01-12,Port Glasgow
William,Tipples,1884-05-05,Selkirk
Kevin,Kitt,1972-06-18,St Andrews
Elizabeth,Cockshutt,1909-11-02,Newton Stewart
Michael,Taylor,1948-12-11,Ardrossan
Leonard,Tabor,1915-07-31,Kirkwall
Nalo,Hayward,1977-06-21,Dalry
Colin,Nottage,1937-10-19,Banbridge
Lily,Fry,1906-03-04,Falkirk
Christopher,Thompson,1974-05-21,Armagh
Ellen,Riggs,1888-09-06,Perth
Emma,Jenkins,1894-03-14,Newry
Archibold,Palmer,1864-01-02,Coatbridge
Emily,Taylor,1872-07-12,Lanark
Henry,Kent,1848-08-23,Port Glasgow
Ruth,Mead,1935-03-22,Kirkcaldy
Elizabeth,Smith,1857-10-12,Portsoy
William,Freeman,1894-12-07,Anstruther
James,Lundy,1895-05-05,Peebles
Helena,Carvolth,1878-01-31,Brechin
Harry,Taylor,1871-10-24,Lurgan
Timothy,Beddow,1962-03-22,Montrose
John,Holmes,1982-08-16,Hamilton
Derek,Beadle,1927-11-19,Haddington
Elizabeth,Davies,1842-03-02,Armagh
John,Gleave,1934-09-10,Downpatrick
John,Liddell,1850-09-10,Port Glasgow
Robert,Fish,1859-12-09,Ayr
Sharon,Martin,1961-12-10,Clydebank
Ann,Tappenden,1853-10-23,Cookstown
Deborah,Fenwick,1969-03-16,Keith
Louise,Wright,1978-10-04,Hamilton
David,Vaughan,1983-04-19,Invergordon
Elsie,Garlick,1898-03-11,Carrickfergus
Thomas,Dean,1939-10-20,Barrhead
Jane,Joy,1888-06-06,Newton Stewart
George,Pearson,1852-10-03,Belfast
Ann,Spencer,1875-01-03,Thurso
Victoria,Myers,1983-07-17,Lisburn
Juan,Aguilera,1964-07-21,Airdrie
Alice,Dean,1874-05-01,Wick
Janet,Allen,1942-09-05,Rothesay
Matthew,Ward,1924-05-28,Peebles
John,Haddy,1922-01-20,Banbridge
Mary,Butterly,1888-11-27,Dungannon
Francis,Hawkes,1866-09-06,Omagh
Paul,Shand,1973-11-07,Dalbeattie
Eleanor,Williams,1912-09-13,St Andrews
Barbara,Boddy,1937-06-17,Kirkintilloch
